,price
27511,95
27512,1000
27513,160
27514,118
27515,70
27516,125
27517,55
27518,130
27519,80
27520,248
27521,48
27522,150
27523,175
27524,67
27525,80
27526,45
27527,180
27528,31
27529,98
27530,40
27531,100
27532,200
27533,125
27534,90
27535,82
27536,100
27537,485
27538,43
27539,175
27540,200
27541,108
27542,80
27543,100
27544,89
27545,95
27546,95
27547,46
27548,200
27549,148
27550,120
27551,120
27552,130
27553,225
27554,125
27555,80
27556,90
27557,55
27558,500
27559,175
27560,75
27561,80
27562,320
27563,300
27564,78
27565,100
27566,213
27567,141
27568,100
27569,175
27570,225
27571,87
27572,36
27573,78
27574,199
27575,50
27576,125
27577,100
27578,37
27579,78
27580,98
27581,120
27582,250
27583,70
27584,188
27585,75
27586,60
27587,63
27588,125
27589,175
27590,2200
27591,95
27592,135
27593,126
27594,70
27595,150
27596,150
27597,395
27598,165
27599,69
27600,850
27601,47
27602,200
27603,75
27604,58
27605,90
27606,47
27607,95
27608,180
27609,54
27610,400
27611,175
27612,138
27613,110
27614,245
27615,95
27616,125
27617,45
27618,100
27619,195
27620,101
27621,49
27622,70
27623,185
27624,100
27625,100
27626,249
27627,99
27628,60
27629,459
27630,70
27631,60
27632,497
27633,130
27634,59
27635,60
27636,350
27637,75
27638,160
27639,550
27640,60
27641,100
27642,100
27643,250
27644,105
27645,70
27646,105
27647,75
27648,75
27649,52
27650,42
27651,55
27652,120
27653,175
27654,80
27655,220
27656,101
27657,50
27658,73
27659,275
27660,110
27661,125
27662,75
27663,130
27664,69
27665,25
27666,185
27667,60
27668,125
27669,150
27670,175
27671,500
27672,130
27673,67
27674,65
27675,70
27676,130
27677,92
27678,51
27679,45
27680,20
27681,43
27682,55
27683,175
27684,45
27685,70
27686,150
27687,65
27688,140
27689,200
27690,195
27691,45
27692,225
27693,150
27694,40
27695,105
27696,150
27697,195
27698,225
27699,94
27700,220
27701,30
27702,187
27703,60
27704,45
27705,200
27706,89
27707,97
27708,49
27709,147
27710,26
27711,31
27712,100
27713,120
27714,700
27715,100
27716,80
27717,83
27718,35
27719,133
27720,92
27721,35
27722,95
27723,73
27724,255
27725,200
27726,225
27727,275
27728,159
27729,195
27730,495
27731,130
27732,135
27733,100
27734,59
27735,150
27736,65
27737,175
27738,380
27739,170
27740,50
27741,78
27742,30
27743,200
27744,80
27745,99
27746,125
27747,165
27748,159
27749,99
27750,50
27751,96
27752,65
27753,226
27754,65
27755,250
27756,193
27757,110
27758,245
27759,220
27760,70
27761,80
27762,70
27763,200
27764,145
27765,50
27766,170
27767,135
27768,65
27769,60
27770,339
27771,125
27772,60
27773,60
27774,750
27775,200
27776,250
27777,325
27778,75
27779,129
27780,85
27781,60
27782,35
27783,99
27784,140
27785,1000
27786,116
27787,60
27788,130
27789,350
27790,95
27791,21
27792,499
27793,108
27794,50
27795,175
27796,230
27797,60
27798,130
27799,299
27800,40
27801,40
27802,270
27803,48
27804,300
27805,228
27806,60
27807,99
27808,65
27809,325
27810,90
27811,139
27812,50
27813,60
27814,110
27815,69
27816,500
27817,600
27818,125
27819,62
27820,196
27821,299
27822,80
27823,111
27824,80
27825,184
27826,60
27827,75
27828,70
27829,210
27830,165
27831,40
27832,170
27833,93
27834,47
27835,200
27836,175
27837,120
27838,70
27839,175
27840,105
27841,275
27842,165
27843,48
27844,195
27845,280
27846,100
27847,80
27848,48
27849,228
27850,55
27851,60
27852,90
27853,139
27854,95
27855,129
27856,150
27857,119
27858,90
27859,125
27860,55
27861,79
27862,120
27863,138
27864,126
27865,35
27866,46
27867,55
27868,50
27869,60
27870,400
27871,160
27872,70
27873,45
27874,340
27875,50
27876,300
27877,95
27878,150
27879,70
27880,45
27881,280
27882,45
27883,400
27884,400
27885,245
27886,50
27887,125
27888,95
27889,150
27890,100
27891,385
27892,125
27893,100
27894,105
27895,59
27896,99
27897,80
27898,115
27899,53
27900,45
27901,80
27902,43
27903,275
27904,200
27905,200
27906,96
27907,65
27908,180
27909,95
27910,125
27911,36
27912,95
27913,150
27914,85
27915,190
27916,61
27917,130
27918,180
27919,60
27920,200
27921,65
27922,1066
27923,200
27924,130
27925,70
27926,95
27927,400
27928,150
27929,115
27930,80
27931,345
27932,110
27933,150
27934,265
27935,42
27936,95
27937,130
27938,99
27939,51
27940,300
27941,259
27942,250
27943,71
27944,155
27945,135
27946,89
27947,150
27948,250
27949,150
27950,75
27951,50
27952,70
27953,450
27954,68
27955,80
27956,200
27957,450
27958,398
27959,398
27960,41
27961,200
27962,120
27963,160
27964,55
27965,37
27966,60
27967,135
27968,95
27969,350
27970,245
27971,150
27972,10
27973,69
27974,250
27975,88
27976,200
27977,160
27978,40
27979,150
27980,280
27981,65
27982,150
27983,159
27984,150
27985,195
27986,200
27987,100
27988,425
27989,115
27990,50
27991,412
27992,93
27993,160
27994,50
27995,210
27996,250
27997,90
27998,225
27999,40
28000,215
28001,55
28002,90
28003,170
28004,160
28005,80
28006,35
28007,200
28008,43
28009,100
28010,55
28011,55
28012,95
28013,350
28014,42
28015,125
28016,80
28017,133
28018,150
28019,12
28020,120
28021,50
28022,250
28023,70
28024,80
28025,40
28026,79
28027,120
28028,139
28029,66
28030,40
28031,100
28032,50
28033,185
28034,55
28035,160
28036,80
28037,119
28038,125
28039,155
28040,76
28041,100
28042,120
28043,38
28044,80
28045,36
28046,119
28047,119
28048,50
28049,119
28050,119
28051,195
28052,119
28053,200
28054,143
28055,45
28056,350
28057,99
28058,65
28059,85
28060,160
28061,400
28062,333
28063,85
28064,89
28065,375
28066,39
28067,50
28068,37
28069,90
28070,150
28071,85
28072,99
28073,100
28074,165
28075,52
28076,100
28077,130
28078,100
28079,120
28080,50
28081,130
28082,250
28083,90
28084,110
28085,40
28086,92
28087,100
28088,45
28089,35
28090,85
28091,50
28092,50
28093,38
28094,65
28095,50
28096,75
28097,100
28098,250
28099,650
28100,129
28101,129
28102,41
28103,65
28104,129
28105,129
28106,70
28107,150
28108,89
28109,100
28110,175
28111,20
28112,300
28113,275
28114,185
28115,120
28116,220
28117,50
28118,30
28119,70
28120,600
28121,75
28122,200
28123,60
28124,125
28125,50
28126,75
28127,150
28128,78
28129,200
28130,199
28131,70
28132,115
28133,250
28134,142
28135,67
28136,40
28137,350
28138,160
28139,149
28140,75
28141,850
28142,75
28143,400
28144,95
28145,85
28146,130
28147,149
28148,90
28149,95
28150,850
28151,60
28152,65
28153,45
28154,105
28155,395
28156,550
28157,50
28158,190
28159,160
28160,51
28161,220
28162,130
28163,300
28164,45
28165,79
28166,55
28167,45
28168,50
28169,200
28170,103
28171,139
28172,69
28173,60
28174,150
28175,31
28176,100
28177,650
28178,210
28179,49
28180,30
28181,140
28182,71
28183,60
28184,90
28185,80
28186,60
28187,109
28188,75
28189,139
28190,139
28191,350
28192,86
28193,100
28194,120
28195,139
28196,150
28197,161
28198,245
28199,800
28200,350
28201,135
28202,349
28203,35
28204,79
28205,649
28206,80
28207,200
28208,225
28209,50
28210,300
28211,130
28212,40
28213,90
28214,50
28215,35
28216,50
28217,50
28218,50
28219,250
28220,180
28221,485
28222,350
28223,99
28224,85
28225,150
28226,300
28227,40
28228,60
28229,100
28230,275
28231,70
28232,100
28233,66
28234,250
28235,99
28236,200
28237,100
28238,55
28239,650
28240,100
28241,120
28242,12
28243,88
28244,27
28245,85
28246,150
28247,150
28248,50
28249,125
28250,43
28251,90
28252,150
28253,110
28254,150
28255,80
28256,120
28257,130
28258,196
28259,115
28260,225
28261,274
28262,107
28263,115
28264,250
28265,41
28266,125
28267,169
28268,43
28269,99
28270,66
28271,38
28272,150
28273,49
28274,120
28275,75
28276,88
28277,300
28278,205
28279,199
28280,50
28281,69
28282,85
28283,150
28284,250
28285,210
28286,475
28287,299
28288,215
28289,180
28290,150
28291,75
28292,60
28293,75
28294,150
28295,460
28296,125
28297,65
28298,150
28299,85
28300,75
28301,99
28302,159
28303,60
28304,135
28305,50
28306,65
28307,100
28308,35
28309,69
28310,85
28311,54
28312,120
28313,75
28314,100
28315,73
28316,94
28317,300
28318,65
28319,100
28320,186
28321,113
28322,50
28323,70
28324,325
28325,49
28326,85
28327,487
28328,49
28329,150
28330,80
28331,35
28332,90
28333,34
28334,51
28335,200
28336,45
28337,45
28338,115
28339,60
28340,150
28341,33
28342,100
28343,200
28344,150
28345,131
28346,58
28347,45
28348,300
28349,102
28350,88
28351,57
28352,209
28353,200
28354,120
28355,60
28356,58
28357,200
28358,120
28359,128
28360,60
28361,110
28362,145
28363,35
28364,75
28365,300
28366,325
28367,200
28368,50
28369,120
28370,53
28371,90
28372,110
28373,250
28374,53
28375,39
28376,150
28377,65
28378,105
28379,100
28380,175
28381,50
28382,455
28383,70
28384,58
28385,125
28386,75
28387,55
28388,29
28389,37
28390,90
28391,65
28392,80
28393,95
28394,98
28395,120
28396,90
28397,160
28398,45
28399,41
28400,175
28401,150
28402,200
28403,60
28404,80
28405,81
28406,31
28407,47
28408,50
28409,50
28410,130
28411,105
28412,50
28413,35
28414,115
28415,275
28416,170
28417,90
28418,130
28419,190
28420,150
28421,143
28422,200
28423,55
28424,59
28425,65
28426,50
28427,148
28428,55
28429,230
28430,250
28431,200
28432,100
28433,90
28434,120
28435,47
28436,75
28437,80
28438,110
28439,45
28440,300
28441,150
28442,80
28443,350
28444,250
28445,57
28446,50
28447,399
28448,132
28449,150
28450,40
28451,150
28452,189
28453,400
28454,65
28455,100
28456,250
28457,100
28458,51
28459,299
28460,125
28461,150
28462,65
28463,295
28464,60
28465,195
28466,80
28467,75
28468,91
28469,30
28470,57
28471,160
28472,400
28473,100
28474,149
28475,250
28476,40
28477,400
28478,55
28479,250
28480,100
28481,55
28482,65
28483,425
28484,49
28485,175
28486,129
28487,87
28488,42
28489,115
28490,150
28491,50
28492,374
28493,70
28494,50
28495,75
28496,45
28497,143
28498,170
28499,42
28500,65
28501,65
28502,112
28503,150
28504,200
28505,100
28506,142
28507,55
28508,50
28509,185
28510,185
28511,45
28512,160
28513,179
28514,55
28515,195
28516,74
28517,22
28518,175
28519,225
28520,99
28521,150
28522,100
28523,88
28524,29
28525,400
28526,85
28527,140
28528,65
28529,150
28530,70
28531,250
28532,99
28533,45
28534,189
28535,70
28536,27
28537,80
28538,450
28539,75
28540,175
28541,35
28542,41
28543,50
28544,40
28545,150
28546,400
28547,85
28548,100
28549,150
28550,149
28551,210
28552,150
28553,50
28554,350
28555,130
28556,285
28557,45
28558,30
28559,50
28560,50
28561,250
28562,110
28563,125
28564,80
28565,70
28566,150
28567,53
28568,55
28569,647
28570,95
28571,109
28572,485
28573,160
28574,150
28575,200
28576,58
28577,109
28578,75
28579,50
28580,215
28581,249
28582,200
28583,56
28584,120
28585,127
28586,83
28587,290
28588,150
28589,39
28590,27
28591,56
28592,200
28593,65
28594,50
28595,195
28596,625
28597,69
28598,125
28599,160
28600,195
28601,250
28602,125
28603,100
28604,180
28605,175
28606,90
28607,50
28608,200
28609,90
28610,70
28611,115
28612,75
28613,190
28614,200
28615,125
28616,33
28617,130
28618,149
28619,195
28620,105
28621,40
28622,28
28623,45
28624,68
28625,150
28626,60
28627,260
28628,79
28629,130
28630,90
28631,250
28632,100
28633,55
28634,280
28635,43
28636,200
28637,41
28638,89
28639,50
28640,85
28641,42
28642,85
28643,45
28644,39
28645,56
28646,295
28647,110
28648,170
28649,90
28650,40
28651,50
28652,120
28653,69
28654,100
28655,25
28656,135
28657,120
28658,200
28659,35
28660,70
28661,99
28662,75
28663,150
28664,220
28665,175
28666,90
28667,120
28668,320
28669,250
28670,199
28671,105
28672,110
28673,99
28674,80
28675,59
28676,200
28677,300
28678,85
28679,150
28680,180
28681,75
28682,229
28683,50
28684,248
28685,299
28686,67
28687,150
28688,200
28689,277
28690,99
28691,600
28692,80
28693,500
28694,175
28695,150
28696,239
28697,500
28698,320
28699,125
28700,31
28701,189
28702,200
28703,120
28704,150
28705,70
28706,135
28707,38
28708,135
28709,125
28710,50
28711,55
28712,50
28713,110
28714,70
28715,140
28716,149
28717,100
28718,70
28719,400
28720,40
28721,220
28722,25
28723,39
28724,350
28725,90
28726,30
28727,3000
28728,359
28729,65
28730,109
28731,70
28732,75
28733,125
28734,40
28735,98
28736,110
28737,115
28738,145
28739,89
28740,85
28741,300
28742,85
28743,100
28744,225
28745,95
28746,91
28747,59
28748,74
28749,33
28750,42
28751,75
28752,225
28753,39
28754,225
28755,225
28756,100
28757,66
28758,50
28759,32
28760,50
28761,35
28762,250
28763,95
28764,80
28765,225
28766,220
28767,105
28768,199
28769,53
28770,125
28771,400
28772,70
28773,50
28774,20
28775,300
28776,89
28777,59
28778,221
28779,100
28780,69
28781,150
28782,275
28783,55
28784,65
28785,250
28786,225
28787,135
28788,90
28789,175
28790,82
28791,200
28792,135
28793,75
28794,225
28795,34
28796,19
28797,35
28798,40
28799,38
28800,249
28801,115
28802,150
28803,105
28804,69
28805,79
28806,100
28807,80
28808,85
28809,92
28810,100
28811,22
28812,720
28813,65
28814,35
28815,50
28816,70
28817,38
28818,237
28819,30
28820,250
28821,170
28822,400
28823,210
28824,50
28825,75
28826,65
28827,85
28828,100
28829,290
28830,165
28831,180
28832,40
28833,325
28834,190
28835,90
28836,70
28837,167
28838,33
28839,33
28840,151
28841,15
28842,72
28843,150
28844,145
28845,200
28846,35
28847,48
28848,50
28849,30
28850,125
28851,81
28852,115
28853,225
28854,128
28855,65
28856,80
28857,135
28858,3000
28859,240
28860,50
28861,100
28862,150
28863,65
28864,150
28865,180
28866,50
28867,329
28868,138
28869,54
28870,50
28871,63
28872,150
28873,43
28874,145
28875,160
28876,60
28877,85
28878,149
28879,69
28880,40
28881,400
28882,150
28883,350
28884,90
28885,140
28886,80
28887,129
28888,60
28889,110
28890,75
28891,150
28892,45
28893,64
28894,71
28895,135
28896,100
28897,30
28898,110
28899,200
28900,200
28901,30
28902,65
28903,100
28904,109
28905,71
28906,70
28907,70
28908,85
28909,100
28910,83
28911,169
28912,50
28913,55
28914,65
28915,110
28916,285
28917,180
28918,69
28919,199
28920,95
28921,140
28922,99
28923,79
28924,225
28925,149
28926,60
28927,85
28928,130
28929,150
28930,75
28931,150
28932,60
28933,80
28934,220
28935,129
28936,245
28937,500
28938,135
28939,190
28940,100
28941,80
28942,200
28943,150
28944,120
28945,2010
28946,3210
28947,4160
28948,117
28949,125
28950,70
28951,75
28952,1046
28953,60
28954,152
28955,65
28956,195
28957,70
28958,225
28959,57
28960,160
28961,200
28962,29
28963,200
28964,149
28965,45
28966,45
28967,162
28968,50
28969,400
28970,110
28971,90
28972,38
28973,59
28974,105
28975,210
28976,150
28977,250
28978,170
28979,115
28980,150
28981,100
28982,42
28983,125
28984,50
28985,130
28986,100
28987,59
28988,199
28989,84
28990,80
28991,70
28992,90
28993,75
28994,150
28995,87
28996,140
28997,49
28998,105
28999,60
29000,75
29001,65
29002,150
29003,125
29004,41
29005,100
29006,249
29007,250
29008,45
29009,150
29010,40
29011,170
29012,299
29013,55
29014,45
29015,49
29016,475
29017,34
29018,129
29019,75
29020,95
29021,180
29022,100
29023,220
29024,205
29025,100
29026,112
29027,125
29028,102
29029,40
29030,65
29031,100
29032,80
29033,200
29034,100
29035,175
29036,115
29037,45
29038,70
29039,50
29040,60
29041,90
29042,110
29043,65
29044,70
29045,75
29046,64
29047,120
29048,95
29049,67
29050,60
29051,150
29052,175
29053,220
29054,365
29055,325
29056,59
29057,121
29058,50
29059,32
29060,49
29061,50
29062,95
29063,75
29064,1000
29065,191
29066,125
29067,55
29068,110
29069,250
29070,85
29071,45
29072,150
29073,125
29074,185
29075,104
29076,45
29077,135
29078,55
29079,79
29080,27
29081,75
29082,135
29083,110
29084,200
29085,50
29086,60
29087,175
29088,190
29089,100
29090,111
29091,130
29092,100
29093,44
29094,100
29095,70
29096,140
29097,80
29098,179
29099,47
29100,160
29101,80
29102,110
29103,250
29104,400
29105,70
29106,225
29107,80
29108,350
29109,190
29110,275
29111,90
29112,159
29113,80
29114,45
29115,65
29116,118
29117,60
29118,57
29119,32
29120,29
29121,44
29122,35
29123,126
29124,200
29125,120
29126,64
29127,78
29128,271
29129,78
29130,65
29131,38
29132,140
29133,187
29134,300
29135,100
29136,117
29137,500
29138,158
29139,61
29140,60
29141,95
29142,160
29143,109
29144,160
29145,330
29146,50
29147,50
29148,23
29149,68
29150,36
29151,190
29152,140
29153,185
29154,50
29155,45
29156,35
29157,110
29158,140
29159,120
29160,125
29161,50
29162,130
29163,150
29164,68
29165,199
29166,450
29167,76
29168,39
29169,48
29170,70
29171,175
29172,120
29173,100
29174,50
29175,90
29176,37
29177,40
29178,60
29179,53
29180,120
29181,150
29182,115
29183,59
29184,99
29185,89
29186,47
29187,149
29188,159
29189,90
29190,80
29191,50
29192,60
29193,240
29194,37
29195,58
29196,70
29197,280
29198,35
29199,349
29200,120
29201,40
29202,450
29203,250
29204,80
29205,80
29206,300
29207,40
29208,119
29209,110
29210,110
29211,499
29212,99
29213,499
29214,40
29215,50
29216,130
29217,175
29218,60
29219,60
29220,92
29221,30
29222,129
29223,34
29224,95
29225,125
29226,65
29227,38
29228,225
29229,68
29230,65
29231,180
29232,110
29233,150
29234,32
29235,108
29236,68
29237,1500
29238,10000
29239,75
29240,150
29241,165
29242,125
29243,150
29244,60
29245,27
29246,50
29247,199
29248,48
29249,180
29250,109
29251,80
29252,109
29253,139
29254,39
29255,80
29256,225
29257,55
29258,99
29259,145
29260,75
29261,85
29262,150
29263,150
29264,70
29265,150
29266,140
29267,160
29268,78
29269,300
29270,225
29271,200
29272,220
29273,90
29274,40
29275,200
29276,40
29277,240
29278,150
29279,170
29280,35
29281,250
29282,399
29283,210
29284,220
29285,170
29286,170
29287,90
29288,80
29289,96
29290,59
29291,80
29292,39
29293,100
29294,100
29295,70
29296,80
29297,235
29298,55
29299,140
29300,260
29301,200
29302,80
29303,78
29304,208
29305,32
29306,85
29307,250
29308,28
29309,101
29310,168
29311,100
29312,79
29313,190
29314,30
29315,69
29316,44
29317,45
29318,70
29319,85
29320,140
29321,140
29322,75
29323,400
29324,50
29325,35
29326,140
29327,75
29328,140
29329,125
29330,125
29331,60
29332,80
29333,250
29334,100
29335,60
29336,350
29337,60
29338,42
29339,60
29340,120
29341,95
29342,70
29343,40
29344,132
29345,45
29346,26
29347,95
29348,78
29349,75
29350,75
29351,50
29352,50
29353,105
29354,149
29355,54
29356,100
29357,89
29358,80
29359,132
29360,50
29361,50
29362,50
29363,300
29364,85
29365,80
29366,350
29367,65
29368,180
29369,111
29370,35
29371,30
29372,90
29373,89
29374,255
29375,44
29376,30
29377,75
29378,110
29379,160
29380,200
29381,60
29382,300
29383,72
29384,39
29385,75
29386,60
29387,350
29388,80
29389,550
29390,39
29391,108
29392,38
29393,85
29394,800
29395,40
29396,60
29397,30
29398,48
29399,175
29400,175
29401,88
29402,60
29403,85
29404,70
29405,161
29406,145
29407,38
29408,150
29409,75
29410,35
29411,70
29412,89
29413,275
29414,50
29415,55
29416,300
29417,180
29418,94
29419,80
29420,150
29421,70
29422,125
29423,69
29424,179
29425,170
29426,105
29427,23
29428,54
29429,69
29430,80
29431,30
29432,60
29433,450
29434,490
29435,78
29436,179
29437,245
29438,100
29439,160
29440,35
29441,50
29442,45
29443,38
29444,120
29445,280
29446,120
29447,175
29448,100
29449,60
29450,80
29451,175
29452,130
29453,185
29454,60
29455,140
29456,140
29457,50
29458,95
29459,95
29460,49
29461,90
29462,58
29463,175
29464,25
29465,32
29466,85
29467,45
29468,100
29469,100
29470,230
29471,34
29472,65
29473,35
29474,103
29475,60
29476,55
29477,95
29478,416
29479,45
29480,99
29481,125
29482,75
29483,200
29484,100
29485,40
29486,60
29487,97
29488,55
29489,120
29490,39
29491,38
29492,45
29493,60
29494,225
29495,25
29496,25
29497,30
29498,50
29499,25
29500,200
29501,100
29502,65
29503,30
29504,110
29505,45
29506,200
29507,115
29508,75
29509,89
29510,50
29511,125
29512,80
29513,70
29514,100
29515,169
29516,200
29517,300
29518,50
29519,225
29520,30
29521,545
29522,200
29523,189
29524,71
29525,200
29526,65
29527,85
29528,125
29529,395
29530,38
29531,38
29532,70
29533,74
29534,69
29535,155
29536,165
29537,80
29538,90
29539,55
29540,150
29541,170
29542,95
29543,22
29544,150
29545,200
29546,130
29547,173
29548,75
29549,170
29550,110
29551,50
29552,55
29553,135
29554,85
29555,55
29556,189
29557,60
29558,100
29559,76
29560,97
29561,175
29562,150
29563,42
29564,175
29565,40
29566,75
29567,75
29568,79
29569,45
29570,78
29571,160
29572,50
29573,60
29574,300
29575,55
29576,800
29577,170
29578,120
29579,99
29580,90
29581,65
29582,70
29583,80
29584,40
29585,54
29586,138
29587,66
29588,35
29589,25
29590,55
29591,45
29592,109
29593,110
29594,125
29595,119
29596,375
29597,65
29598,75
29599,58
29600,85
29601,68
29602,90
29603,90
29604,75
29605,130
29606,50
29607,150
29608,100
29609,70
29610,345
29611,59
29612,150
29613,80
29614,60
29615,100
29616,50
29617,120
29618,120
29619,48
29620,78
29621,23
29622,175
29623,95
29624,40
29625,339
29626,100
29627,79
29628,50
29629,40
29630,85
29631,129
29632,105
29633,275
29634,47
29635,265
29636,155
29637,80
29638,115
29639,35
29640,69
29641,250
29642,100
29643,120
29644,450
29645,36
29646,52
29647,175
29648,130
29649,45
29650,150
29651,228
29652,80
29653,200
29654,50
29655,150
29656,65
29657,115
29658,180
29659,47
29660,40
29661,1680
29662,7703
29663,3518
29664,6419
29665,2626
29666,2103
29667,75
29668,125
29669,140
29670,220
29671,50
29672,30
29673,980
29674,49
29675,79
29676,90
29677,150
29678,69
29679,50
29680,49
29681,1100
29682,50
29683,1500
29684,69
29685,69
29686,65
29687,150
29688,200
29689,150
29690,110
29691,110
29692,69
29693,230
29694,50
29695,60
29696,100
29697,92
29698,98
29699,145
29700,175
29701,80
29702,69
29703,55
29704,65
29705,65
29706,40
29707,100
29708,40
29709,68
29710,250
29711,66
29712,66
29713,600
29714,60
29715,237
29716,100
29717,120
29718,60
29719,105
29720,150
29721,125
29722,45
29723,90
29724,175
29725,125
29726,46
29727,150
29728,60
29729,70
29730,70
29731,149
29732,50
29733,50
29734,60
29735,69
29736,44
29737,80
29738,25
29739,480
29740,46
29741,150
29742,55
29743,58
29744,58
29745,280
29746,139
29747,125
29748,69
29749,110
29750,275
29751,45
29752,125
29753,249
29754,32
29755,140
29756,86
29757,50
29758,165
29759,150
29760,80
29761,58
29762,38
29763,350
29764,80
29765,73
29766,169
29767,75
29768,59
29769,145
29770,195
29771,199
29772,100
29773,60
29774,45
29775,90
29776,78
29777,59
29778,37
29779,110
29780,35
29781,188
29782,70
29783,45
29784,169
29785,275
29786,50
29787,220
29788,190
29789,35
29790,60
29791,189
29792,45
29793,60
29794,149
29795,170
29796,199
29797,72
29798,30
29799,60
29800,300
29801,195
29802,119
29803,159
29804,27
29805,50
29806,150
29807,140
29808,120
29809,65
29810,98
29811,39
29812,50
29813,189
29814,75
29815,100
29816,36
29817,25
29818,84
29819,295
29820,38
29821,35
29822,220
29823,70
29824,150
29825,125
29826,75
29827,110
29828,60
29829,53
29830,89
29831,75
29832,29
29833,128
29834,130
29835,50
29836,110
29837,45
29838,90
29839,125
29840,170
29841,60
29842,89
29843,150
29844,35
29845,32
29846,69
29847,47
29848,50
29849,150
29850,175
29851,80
29852,20
29853,140
29854,150
29855,299
29856,75
29857,50
29858,57
29859,75
29860,100
29861,190
29862,130
29863,65
29864,25
29865,175
29866,450
29867,200
29868,55
29869,400
29870,200
29871,140
29872,160
29873,100
29874,90
29875,120
29876,95
29877,200
29878,169
29879,65
29880,150
29881,65
29882,350
29883,250
29884,90
29885,350
29886,65
29887,27
29888,115
29889,74
29890,110
29891,148
29892,150
29893,35
29894,35
29895,125
29896,65
29897,150
29898,150
29899,60
29900,69
29901,70
29902,118
29903,115
29904,100
29905,125
29906,399
29907,70
29908,100
29909,100
29910,495
29911,120
29912,140
29913,50
29914,119
29915,200
29916,145
29917,50
29918,125
29919,117
29920,350
29921,145
29922,35
29923,125
29924,300
29925,50
29926,135
29927,225
29928,60
29929,300
29930,250
29931,300
29932,110
29933,525
29934,104
29935,39
29936,45
29937,178
29938,220
29939,45
29940,55
29941,97
29942,35
29943,80
29944,180
29945,50
29946,68
29947,140
29948,150
29949,100
29950,42
29951,75
29952,77
29953,130
29954,93
29955,75
29956,130
29957,65
29958,99
29959,119
29960,55
29961,65
29962,250
29963,140
29964,29
29965,94
29966,72
29967,31
29968,150
29969,250
29970,80
29971,80
29972,150
29973,75
29974,49
29975,85
29976,83
29977,135
29978,100
29979,25
29980,329
29981,48
29982,180
29983,55
29984,365
29985,150
29986,99
29987,109
29988,40
29989,325
29990,58
29991,76
29992,289
29993,65
29994,850
29995,160
29996,225
29997,90
29998,70
29999,45
30000,100
30001,90
30002,35
30003,41
30004,149
30005,45
30006,40
30007,90
30008,29
30009,257
30010,295
30011,70
30012,70
30013,65
30014,62
30015,60
30016,95
30017,225
30018,49
30019,325
30020,100
30021,67
30022,90
30023,45
30024,495
30025,112
30026,160
30027,37
30028,104
30029,95
30030,80
30031,115
30032,148
30033,75
30034,173
30035,65
30036,75
30037,250
30038,160
30039,300
30040,169
30041,60
30042,84
30043,115
30044,106
30045,100
30046,100
30047,50
30048,55
30049,120
30050,120
30051,127
30052,160
30053,200
30054,117
30055,250
30056,76
30057,30
30058,40
30059,92
30060,175
30061,200
30062,50
30063,180
30064,100
30065,117
30066,130
30067,59
30068,94
30069,63
30070,55
30071,69
30072,80
30073,20
30074,40
30075,127
30076,63
30077,95
30078,75
30079,50
30080,1250
30081,80
30082,40
30083,145
30084,135
30085,44
30086,70
30087,47
30088,42
30089,33
30090,70
30091,350
30092,85
30093,90
30094,120
30095,100
30096,145
30097,75
30098,250
30099,150
30100,65
30101,159
30102,65
30103,159
30104,200
30105,60
30106,46
30107,150
30108,69
30109,26
30110,190
30111,50
30112,65
30113,80
30114,125
30115,71
30116,150
30117,80
30118,70
30119,80
30120,43
30121,210
30122,133
30123,50
30124,100
30125,47
30126,99
30127,150
30128,50
30129,80
30130,200
30131,47
30132,44
30133,67
30134,60
30135,50
30136,245
30137,29
30138,180
30139,189
30140,41
30141,60
30142,120
30143,123
30144,339
30145,125
30146,30
30147,54
30148,75
30149,92
30150,130
30151,55
30152,35
30153,75
30154,50
30155,180
30156,89
30157,93
30158,289
30159,85
30160,80
30161,150
30162,100
30163,35
30164,175
30165,113
30166,69
30167,50
30168,105
30169,55
30170,100
30171,109
30172,500
30173,150
30174,125
30175,34
30176,260
30177,68
30178,250
30179,200
30180,200
30181,125
30182,199
30183,68
30184,37
30185,60
30186,300
30187,87
30188,500
30189,160
30190,145
30191,40
30192,50
30193,60
30194,40
30195,70
30196,100
30197,172
30198,75
30199,118
30200,240
30201,73
30202,58
30203,60
30204,34
30205,60
30206,125
30207,79
30208,55
30209,165
30210,45
30211,70
30212,93
30213,49
30214,65
30215,140
30216,700
30217,100
30218,125
30219,295
30220,120
30221,75
30222,75
30223,30
30224,127
30225,60
30226,165
30227,59
30228,100
30229,105
30230,58
30231,125
30232,30
30233,30
30234,146
30235,52
30236,35
30237,62
30238,43
30239,32
30240,88
30241,80
30242,149
30243,169
30244,85
30245,395
30246,60
30247,100
30248,50
30249,35
30250,99
30251,75
30252,60
30253,46
30254,175
30255,120
30256,179
30257,1000
30258,120
30259,2000
30260,2500
30261,69
30262,98
30263,100
30264,117
30265,115
30266,45
30267,149
30268,8500
30269,175
30270,80
30271,125
30272,125
30273,99
30274,115
30275,96
30276,150
30277,67
30278,225
30279,36
30280,62
30281,35
30282,175
30283,32
30284,39
30285,60
30286,110
30287,47
30288,59
30289,30
30290,139
30291,70
30292,110
30293,81
30294,85
30295,68
30296,95
30297,80
30298,409
30299,60
30300,400
30301,80
30302,66
30303,200
30304,50
